,Unnamed: 0,ID,Solution Set: Distributed Novice,Unnamed: 3,clusters
981,,33334308,"My neighborhood filled with uber drives. However, there is no cost assoicated with the transit it is all provided by the town. It would be like new york city (think of cabs), however nice black cars everywhere and someone can hop in to any one they want free of charge. Baisically be like public transit with uber and they will take you wherever you want.",,22
976,,33334303,"My idea would be to use a moving belt (like used in airport terminals) instead of sidewalks to get around my neighborhood. I live is a small town (population about 500), so it would encourage people to drive less to get to destinations that are close to their homes.",,22
975,,33334302,My Idea would be to make the alleyways in my city a lot more bike friendly.  Honestly they are very rarely ever used by the city or homeowners so to make them this way would be beneficial for so many others. This would I believe encourage more people to use bicycles since I know I am terrified when riding my bicycle next to extremely lage and fast moving automobile traffic on my cities roads and highways.,,22
974,,33334301,"My idea would be a people mover, basically like a combination of a elevator and a train. It would be a box people stand in and it glides on a track really quickly. They would look like long boxes and hang from long lines that steer it and provide power. Their main concern would be to get many people somewhere extremely fast and efficiently, not really for comfort.",,22
818,,33334151,"In times of heavy snow, why not have cross country ski rentals?  It would be a lot of fun to be out and about on skis.  People could easily learn and have lessons.  People complain all the time they can't get their cars out after a storm.  Well, why not rent some skis and go to the grocery store that way for your bread and milk?  It would be very effective and wonderful exercise.",,22
130,,33333467,"A new taxi service that uses mopeds rather than cars. It's something used quite frequently in other countries (such as Brazil). You would be able to call for assistance or simply stop them off the side of the road (just like a taxi, obviously).",,22
132,,33333469,"A new transportation method could be using self driving vehicles. During times when you are needing to pre drink before going to a bar to save money, you find yourself unable to drive to the said bar. With self driving vehicles, you can let the robot do the critical thinking for you to ensure your safe arrival to your friendly neighborhood bar. This would be fun and convenient. This would also reduce the amount of wrecks on a friday and saturday night.",,22
268,,33333603,A way to have not cars on the street but have a series of pullies that connect the houses so we can all move around with our kids.,,22
267,,33333602,"A way to connect your car with a mobile phone app - you would broadcast your intended route (such as commuting home from work) and share this route with people in your local area. For a small fee (under $5) - someone could ask to ""Ride Along"" with you along your route - but with no deviations - they would be allowed to get out along the way, but not change your intended path of travel.",,22
836,,33334170,It would be a free system (every family in the neighborhood would have to contribute $300-$400 as a one time fee). Then the bus would run through the neighborhood every hour and take you to anywhere in the neighborhood that you need to go! You would be able to text the driver before hand of where you are going.,,22
1366,,33334682,"we need individual stand up scooters for citys almost like the 2 wheeled ones we have now but run on electric under the road, or even like personal unicycles that take people around. totally different topic how about Walmart allows you to make your shopping list online and they drop it off at your house on routes city distribution",,22
